"Gene ID","source_id","pfal3D7_Stunnenberg_pi_time_series - Hour 5 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 10 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 15 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 20 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 25 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 30 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 35 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 40 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 5 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 10 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 15 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 20 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 25 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 30 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 35 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 40 - nonunique (3D7 iRBC RNASeq)","scaled  - Hour 5 - unique (3D7 iRBC RNASeq)","scaled  - Hour 10 - unique (3D7 iRBC RNASeq)","scaled  - Hour 15 - unique (3D7 iRBC RNASeq)","scaled  - Hour 20 - unique (3D7 iRBC RNASeq)","scaled  - Hour 25 - unique (3D7 iRBC RNASeq)","scaled  - Hour 30 - unique (3D7 iRBC RNASeq)","scaled  - Hour 35 - unique (3D7 iRBC RNASeq)","scaled  - Hour 40 - unique (3D7 iRBC RNASeq)"
"PF3D7_0529400","PF3D7_0529400.2","50.44","16.77","8.1","13.26","32.03","58.35","125.05","232.33","42.61","14.76","7.33","11.98","29.28","53.29","115.48","207.43","3.19","0.86","0.52","2.39","20.61","52.05","125.05","107.68"
"PF3D7_0529700","PF3D7_0529700.1","2.02","1.12","2.88","5.52","15.68","19.8","15.28","8.44","1.82","1.11","2.6","4.96","14.84","18.47","14.79","7.63","0.13","0.06","0.19","0.99","10.09","17.67","15.28","3.91"
"PF3D7_0529800","PF3D7_0529800.1","23.52","10.37","6.45","10.93","34.51","79.09","135.08","127.78","20.21","9.32","5.81","9.91","31.57","73.03","125.8","115.14","1.49","0.53","0.41","1.97","22.21","70.56","135.08","59.22"
"PF3D7_0529900","PF3D7_0529900.1","150.27","177.12","211.78","183.61","141.24","114.39","127.51","173.62","126.69","154.29","187.58","163.43","128.3","104.39","117.66","155.33","9.51","9.12","13.63","33.09","90.89","102.05","127.51","80.47"
"PF3D7_0530600","PF3D7_0530600.1","16.49","49.44","63.25","57.66","68.6","70.52","58.91","33.4","23.45","73","82.94","74.17","93.85","101.01","81.9","44.55","1.04","2.55","4.07","10.39","44.15","62.91","58.91","15.48"
"PF3D7_0530700","PF3D7_0530700.1","5.01","16.06","25.12","25.86","31.5","28.41","21.26","11.51","4.37","14.34","22.45","23.18","29.1","26.84","20.29","10.78","0.32","0.83","1.62","4.66","20.27","25.35","21.26","5.33"
"PF3D7_0400300","PF3D7_0400300.1","1.98","3.32","3.97","3.15","2.82","1.17","1.87","10.83","2.54","3.75","4.06","3.28","3.93","1.5","2.31","11.19","0.13","0.17","0.26","0.57","1.81","1.04","1.87","5.02"
"PF3D7_0401600","PF3D7_0401600.1","85.74","169.01","239.27","391.88","545.78","360.13","114.02","28.14","72.05","147.28","211.25","348.58","495.72","329.14","105.44","25.16","5.43","8.7","15.4","70.61","351.23","321.28","114.02","13.04"
"PF3D7_0401600","PF3D7_0401600.2","85.74","169.01","239.27","391.88","545.78","360.13","114.02","28.14","72.05","147.28","211.25","348.58","495.72","329.14","105.44","25.16","5.43","8.7","15.4","70.61","351.23","321.28","114.02","13.04"
"PF3D7_0401900","PF3D7_0401900.1","135.93","130.99","57.41","21.8","2.59","2.49","1.45","2.13","118.62","118.46","52.3","20.02","2.82","2.47","1.47","2.05","8.6","6.74","3.69","3.93","1.66","2.22","1.45","0.99"
"PF3D7_0402000","PF3D7_0402000.1","12.98","34.42","309.8","1223.48","4159.03","3124.77","1220.52","206.29","17.29","46.79","419.42","1678.83","5632.75","4600.54","1686.11","272.72","0.82","1.77","19.94","220.46","2676.5","2787.7","1220.52","95.61"
"PF3D7_0402100","PF3D7_0402100.1","613.01","184.25","73.5","53.72","28.05","21.91","9.15","13.35","515.99","160.63","65.07","47.85","25.78","20.13","8.53","11.9","38.8","9.49","4.73","9.68","18.05","19.55","9.15","6.19"
"PF3D7_0402700","PF3D7_0402700.1","0.21","0.09","0.1","0","0.09","0.11","0.14","0","0.35","0.08","0.09","0.09","0.08","0.1","0.26","0","0.01","0","0.01","0","0.05","0.1","0.14","0"
"PF3D7_0404400","PF3D7_0404400.1","9.58","19.67","28.91","23.83","15.83","10.16","14.5","30.48","8.21","17.11","25.57","21.16","14.42","9.68","13.34","27.38","0.61","1.01","1.86","4.29","10.19","9.06","14.5","14.13"
"PF3D7_0404500","PF3D7_0404500.1","1.17","1.09","0.7","1.4","1","1.96","2.04","4","1.17","1.17","0.68","1.3","0.91","1.78","2.06","3.56","0.07","0.06","0.04","0.25","0.65","1.75","2.04","1.85"
"PF3D7_0404800","PF3D7_0404800.1","47.04","10.4","2.54","1.71","1.69","1.71","3.49","10.95","41.24","9.33","3.12","2.35","2.16","2.25","3.67","10.16","2.98","0.54","0.16","0.31","1.09","1.53","3.49","5.08"
"PF3D7_0405000","PF3D7_0405000.1","19.11","33.85","52.78","61.77","60.72","52.7","34.83","23.76","16.27","30.02","46.7","54.89","55.13","48.16","32.18","21.37","1.21","1.74","3.4","11.13","39.08","47.02","34.83","11.01"
"PF3D7_0406000","PF3D7_0406000.1","39.15","24.6","34.22","45.1","52.78","61.36","61.08","88.06","33.18","21.82","30.41","40.04","47.99","56.19","56.31","78.76","2.48","1.27","2.2","8.13","33.96","54.74","61.08","40.82"
"PF3D7_0406500","PF3D7_0406500.1","366.18","852.8","1117.52","503.65","171.16","179.98","163.53","118.89","333.03","799.04","1040.31","475.82","174.15","199.07","182.11","122.86","23.18","43.9","71.92","90.75","110.15","160.56","163.53","55.1"
"PF3D7_0407300","PF3D7_0407300.1","53.13","96.02","128.34","113.68","124.69","89.77","45.05","13.52","44.74","83.96","113.64","101.2","113.35","81.94","41.77","12.13","3.36","4.94","8.26","20.48","80.24","80.09","45.05","6.26"
"PF3D7_0408700","PF3D7_0408700.1","0.58","0.47","0.32","0.4","0.67","0.94","0.85","1.59","0.63","0.51","0.39","0.53","0.7","0.9","0.91","1.62","0.04","0.02","0.02","0.07","0.43","0.84","0.85","0.74"
"PF3D7_0409500","PF3D7_0409500.1","6.06","2.93","1.51","1.68","2.97","38.6","61.83","60.61","5.31","2.75","1.55","1.56","2.82","35.31","57.04","54.23","0.38","0.15","0.1","0.3","1.91","34.43","61.83","28.09"
"PF3D7_0409600","PF3D7_0409600.1","14.45","3.78","2.66","11.96","40.47","55.73","60.69","65.7","12.22","3.43","2.63","10.77","36.93","51.09","56.15","58.82","0.91","0.19","0.17","2.15","26.05","49.72","60.69","30.45"
"PF3D7_0410900","PF3D7_0410900.1","6.09","13.4","25.51","31.81","32.03","42.52","41.96","24.11","5.18","11.69","22.68","28.33","29.22","38.85","38.84","21.6","0.39","0.69","1.64","5.73","20.61","37.93","41.96","11.17"
"PF3D7_0411000","PF3D7_0411000.1","12.79","58.25","101.51","94.55","23.46","16.3","15.2","9.97","11.71","51.45","90.66","84.77","22.05","15.49","14.75","9.32","0.81","3","6.53","17.04","15.1","14.54","15.2","4.62"
"PF3D7_0412000","PF3D7_0412000.1","9.98","6.12","5.37","14.46","51.78","100.93","141.54","129.95","9.03","5.5","5.27","13.98","50.33","97.8","143.22","121.83","0.63","0.32","0.35","2.6","33.32","90.04","141.54","60.23"
"PF3D7_0412200","PF3D7_0412200.1","1.58","6.1","9.25","9.43","12.55","13.97","13.54","10.63","1.41","5.3","8.16","8.55","11.69","13.02","12.52","9.56","0.1","0.31","0.6","1.7","8.08","12.46","13.54","4.93"
"PF3D7_0415500","PF3D7_0415500.1","57.97","92.81","123.29","126.84","136.67","122.47","109.15","88.79","48.71","80.86","108.72","112.73","124.11","111.65","100.39","79.12","3.67","4.78","7.93","22.86","87.95","109.26","109.15","41.15"
"PF3D7_0415900","PF3D7_0415900.1","566.08","2160","2676.77","3340.19","3295.44","2687.53","2353.08","1696.12","476.12","1880.23","2361.3","2966.53","2988.49","2447.59","2165.24","1511.84","35.83","111.2","172.26","601.87","2120.75","2397.62","2353.08","786.14"
"PF3D7_0421500","PF3D7_0421500.1","0.21","0.18","0.3","0.1","1.17","0.11","0.35","0.28","0.35","0.24","0.53","0.18","1.22","0.29","0.33","0.34","0.01","0.01","0.02","0.02","0.76","0.1","0.35","0.13"
"PF3D7_0421700","PF3D7_0421700.1","1.57","1","0.5","0.66","0.39","0.24","0.1","0.2","1.52","0.97","0.73","0.9","0.56","0.46","0.37","0.35","0.1","0.05","0.03","0.12","0.25","0.22","0.1","0.09"
"PF3D7_0421900","PF3D7_0421900.1","9.24","5.55","3.26","4.18","4.32","1","0.66","2.22","8.17","4.83","3.28","4.12","3.91","0.91","0.61","1.97","0.58","0.29","0.21","0.75","2.78","0.89","0.66","1.03"
"PF3D7_0422200","PF3D7_0422200.1","13.26","17.6","28.84","41.81","53.68","54.87","45.93","24.4","11.45","15.7","25.87","37.68","49.25","50.49","42.79","22.04","0.84","0.91","1.86","7.53","34.54","48.95","45.93","11.31"
"PF3D7_0422400","PF3D7_0422400.1","538.39","1167.31","1655.9","2007.92","2077.73","1945.39","1436.4","851.49","453.11","1017.19","1462.12","1783.82","1884.99","1772.32","1321.98","759.34","34.08","60.1","106.56","361.81","1337.1","1735.54","1436.4","394.66"
"PF3D7_0422500","PF3D7_0422500.1","30.52","58.25","75.78","72.89","72.79","69.07","69.74","48.58","26.27","51.15","67.57","65.71","66.76","63.68","64.98","43.82","1.93","3","4.88","13.13","46.85","61.62","69.74","22.52"
"PF3D7_0422800","PF3D7_0422800.1","17.1","7.31","1.49","2.41","4.62","13.32","27.15","35.22","14.74","6.53","1.32","2.14","4.29","12.27","25.16","31.63","1.08","0.38","0.1","0.43","2.97","11.89","27.15","16.33"
"PF3D7_0423300","PF3D7_0423300.1","323.32","59.52","12.08","3.57","2.31","5.44","31.36","335.48","273.79","53.47","11.89","4.6","3.44","6.54","30.13","300.71","20.47","3.06","0.78","0.64","1.49","4.86","31.36","155.49"
"PF3D7_0424000","PF3D7_0424000.1","26.26","10.52","18.38","252.35","360.96","169.13","37.71","14.03","22.24","9.31","16.3","224.21","327.81","154.28","34.68","12.5","1.66","0.54","1.18","45.47","232.29","150.89","37.71","6.5"
"PF3D7_0425250","PF3D7_0425250.1","0.19","0.17","0.18","0","0.47","0.2","0.13","0","0.49","0.15","0.16","0.16","0.56","0.18","0.24","0","0.01","0.01","0.01","0","0.3","0.18","0.13","0"
"PF3D7_0425300","PF3D7_0425300.1","0","0.13","0.29","0.29","0","0.15","0","0","0.13","0.23","0.63","0.25","0.11","0.14","0","0","0","0.01","0.02","0.05","0","0.14","0","0"
"PF3D7_0425700","PF3D7_0425700.1","0.22","0","0.1","0","0","0.11","0.07","0.1","0.54","0.25","0.45","0.18","0.47","0.4","0.07","0.26","0.01","0","0.01","0","0","0.1","0.07","0.05"
"PF3D7_1402100","PF3D7_1402100.1","1.39","3.64","7.73","12.65","18.07","21.64","13.86","5.62","1.34","3.22","7.05","11.36","16.53","19.93","13.02","5.3","0.09","0.19","0.5","2.28","11.63","19.3","13.86","2.6"
"PF3D7_1404600","PF3D7_1404600.1","2.81","4.38","3.82","2.79","3.26","5.05","4.75","6.63","2.93","4.05","3.64","2.88","3.15","4.86","4.61","6.04","0.18","0.23","0.25","0.5","2.1","4.51","4.75","3.07"
"PF3D7_1404600","PF3D7_1404600.2","2.81","4.38","3.82","2.79","3.26","5.05","4.75","6.63","2.93","4.05","3.64","2.88","3.15","4.86","4.61","6.04","0.18","0.23","0.25","0.5","2.1","4.51","4.75","3.07"
"PF3D7_1404600","PF3D7_1404600.3","2.81","4.38","3.82","2.79","3.26","5.05","4.75","6.63","2.93","4.05","3.64","2.88","3.15","4.86","4.61","6.04","0.18","0.23","0.25","0.5","2.1","4.51","4.75","3.07"
"PF3D7_1404700","PF3D7_1404700.1","119.02","22.52","7.6","2.07","1.75","1.98","1.97","8.66","100.52","20.33","7.61","2.55","2.64","2.37","2.64","8.6","7.53","1.16","0.49","0.37","1.12","1.77","1.97","4.01"
"PF3D7_1405800","PF3D7_1405800.1","227.82","393.88","390.29","348.19","288.69","201.1","114.34","44.9","191.9","343.31","344.75","309.64","262.18","183.62","105.37","40.13","14.42","20.28","25.12","62.74","185.79","179.4","114.34","20.81"
"PF3D7_1406300","PF3D7_1406300.1","74.23","16.03","13.23","18.11","61.12","109.86","134.49","98.19","62.69","14","11.91","16.39","55.62","100.45","123.74","87.74","4.7","0.83","0.85","3.26","39.33","98.01","134.49","45.51"
"PF3D7_1406400","PF3D7_1406400.1","3.68","1.26","1.32","1.59","13.03","38.43","50.97","43.06","3.24","1.41","1.31","1.46","12.07","35.16","47.24","38.56","0.23","0.07","0.08","0.29","8.39","34.29","50.97","19.96"
"PF3D7_1407400","PF3D7_1407400.1","24.24","32.65","37.79","42.5","48.96","60.11","58","68.06","20.67","29.1","33.47","38.03","44.78","54.73","53.34","61.09","1.53","1.68","2.43","7.66","31.51","53.62","58","31.55"
"PF3D7_1407600","PF3D7_1407600.1","6.96","12.04","11.12","12.09","14.12","18.65","18.32","10.49","6.25","11.21","10.46","11.54","13.31","17.58","17.54","9.62","0.44","0.62","0.72","2.18","9.09","16.64","18.32","4.86"
"PF3D7_1408800","PF3D7_1408800.1","2.7","1.14","1.91","1.79","0.85","0.73","0.64","0.43","2.37","1.08","1.98","2.19","1.03","1.1","0.96","0.67","0.17","0.06","0.12","0.32","0.55","0.65","0.64","0.2"
"PF3D7_1408900","PF3D7_1408900.1","7.8","14.7","18.27","21.66","27.75","23.69","11.97","5.15","6.56","12.95","16.2","19.31","25.38","21.76","11.13","4.59","0.49","0.76","1.18","3.9","17.86","21.14","11.97","2.38"
"PF3D7_1409300","PF3D7_1409300.1","70.22","19.03","8.05","13.35","25.96","57.06","132.14","291.71","59.24","16.7","7.4","12.32","23.6","52.22","121.82","260.11","4.44","0.98","0.52","2.41","16.71","50.91","132.14","135.2"
"PF3D7_1410900","PF3D7_1410900.1","168.3","143.31","134.71","132.2","142.61","125.52","114.64","112.88","142.53","125.36","119.48","117.97","130","114.81","106.02","101","10.65","7.38","8.67","23.82","91.77","111.98","114.64","52.32"
"PF3D7_1411100","PF3D7_1411100.1","216.67","63.25","26.87","27.16","30.89","31.53","40.96","72.08","182.86","55.53","24.01","24.11","28.14","29.06","37.79","64.54","13.71","3.26","1.73","4.89","19.88","28.13","40.96","33.41"
"PF3D7_1411100","PF3D7_1411100.2","216.67","63.25","26.87","27.16","30.89","31.53","40.96","72.08","182.86","55.53","24.01","24.11","28.14","29.06","37.79","64.54","13.71","3.26","1.73","4.89","19.88","28.13","40.96","33.41"
"PF3D7_1411400","PF3D7_1411400.1","2.31","2.78","2.79","1.67","8.57","24.3","34.11","18.63","2.13","2.73","2.71","1.69","7.99","22.47","31.59","16.79","0.15","0.14","0.18","0.3","5.52","21.68","34.11","8.64"
"PF3D7_1411900","PF3D7_1411900.1","113.17","156.34","171.15","183.89","136.33","71.47","28.3","17.41","95.1","136.1","151.19","163.53","123.89","65.38","26.09","15.52","7.16","8.05","11.01","33.14","87.73","63.76","28.3","8.07"
"PF3D7_1413000","PF3D7_1413000.1","1.04","0.46","0.21","0.28","0.24","0.61","0.76","0.61","1.25","0.74","0.44","0.57","0.38","0.83","0.88","0.66","0.07","0.02","0.01","0.05","0.15","0.55","0.76","0.28"
"PF3D7_1414000","PF3D7_1414000.1","34.33","21.56","12.79","20.13","80.07","200.34","387.69","522.76","29.2","19.07","11.28","17.87","72.59","182.55","357.35","466.66","2.17","1.11","0.82","3.63","51.53","178.73","387.69","242.29"
"PF3D7_1415500","PF3D7_1415500.1","1.31","0.37","0.38","0.2","2.14","7.88","12.69","12.11","1.28","0.44","0.46","0.26","2.23","7.43","11.84","10.94","0.08","0.02","0.02","0.04","1.38","7.03","12.69","5.61"
"PF3D7_1415800","PF3D7_1415800.1","33.64","56.45","81.89","82.67","109.66","73.17","39.04","13.86","28.43","49.11","72.29","73.55","99.61","66.62","35.96","12.36","2.13","2.91","5.27","14.9","70.57","65.28","39.04","6.43"
"PF3D7_1416100","PF3D7_1416100.1","42","42.99","42.24","30.57","23.64","24.15","39.53","65.61","35.54","37.72","37.35","27.36","21.51","22.02","36.47","58.56","2.66","2.21","2.72","5.51","15.21","21.54","39.53","30.41"
"PF3D7_1417700","PF3D7_1417700.1","73.81","47.47","77.38","106.44","152.56","206.28","239.02","184.54","62.28","41.53","68.75","94.75","138.74","188.68","220.21","164.83","4.67","2.44","4.98","19.18","98.18","184.03","239.02","85.53"
"PF3D7_1420100","PF3D7_1420100.1","1.91","1.27","1.04","0.78","0.94","2.89","2.14","1.98","1.75","1.37","1.28","0.86","1.02","2.81","2.19","1.9","0.12","0.07","0.07","0.14","0.6","2.57","2.14","0.92"
"PF3D7_1420600","PF3D7_1420600.1","2.56","1.66","4.77","15.94","39.55","54.17","61.49","42.88","2.72","1.85","4.77","14.61","36.24","49.76","57.14","38.49","0.16","0.09","0.31","2.87","25.45","48.32","61.49","19.88"
"PF3D7_1421500","PF3D7_1421500.1","7.68","12.14","25.56","34.3","56.49","50.3","36.42","19.31","7.23","10.56","22.8","30.45","51.44","46.67","33.5","17.71","0.49","0.63","1.64","6.18","36.36","44.87","36.42","8.95"
"PF3D7_1422400","PF3D7_1422400.1","21.86","35.65","49","43.89","40.8","29.61","20.31","11.7","18.66","31.24","43.62","39.42","37.35","27.64","19.21","10.58","1.38","1.84","3.15","7.91","26.26","26.41","20.31","5.42"
"PF3D7_1425000","PF3D7_1425000.1","4.28","5.37","7.59","13.99","28.08","15.1","13.73","8.35","3.59","4.67","6.7","12.42","25.46","13.75","12.63","7.44","0.27","0.28","0.49","2.52","18.07","13.47","13.73","3.87"
"PF3D7_1426000","PF3D7_1426000.1","508.42","1514.7","2606.55","3255.42","3721.28","2755.17","2377.55","1392.31","427.42","1319.03","2300.34","2892.14","3375.3","2512.15","2188.57","1242.03","32.18","77.98","167.74","586.6","2394.8","2457.97","2377.55","645.32"
"PF3D7_1426100","PF3D7_1426100.1","241.47","653.32","1086.61","1325.58","1490.69","1157.85","671.02","268.21","203.42","569.05","960.09","1178.04","1352.67","1055.42","617.79","239.35","15.28","33.63","69.93","238.86","959.32","1032.95","671.02","124.31"
"PF3D7_1426500","PF3D7_1426500.1","3.07","3.3","2.58","1.87","1.24","1.64","3.28","4.73","2.67","3","2.28","1.71","1.2","1.59","3.29","4.3","0.19","0.17","0.17","0.34","0.8","1.46","3.28","2.19"
"PF3D7_1427100","PF3D7_1427100.1","242.98","279.2","245.01","143.86","56.39","30.93","16.83","11.76","239.98","289.36","254.82","153.81","61.35","36.17","19.49","11.99","15.38","14.37","15.77","25.92","36.29","27.6","16.83","5.45"
"PF3D7_1428200","PF3D7_1428200.1","215.91","116.82","111.36","90.8","41.71","30.19","35.59","61.01","182.67","102.03","98.31","80.91","38.22","27.77","33.08","54.62","13.67","6.01","7.17","16.36","26.84","26.93","35.59","28.28"
"PF3D7_1428700","PF3D7_1428700.1","4.6","7.94","23.85","43.96","48.94","41.96","40.13","39.92","4.54","7.28","21.44","39.44","45.14","38.82","37.67","35.83","0.29","0.41","1.53","7.92","31.5","37.44","40.13","18.5"
"PF3D7_1429800","PF3D7_1429800.1","44.32","71.01","91.86","80.6","64.82","66.97","89.39","121.45","37.95","62.33","81.37","71.86","59.32","61.51","82.72","108.65","2.81","3.66","5.91","14.52","41.71","59.75","89.39","56.29"
"PF3D7_1431000","PF3D7_1431000.1","5.29","3.22","2.08","1.04","13.03","52.28","53.64","34.13","4.79","3.01","2.06","0.92","11.91","47.99","49.5","30.53","0.34","0.17","0.13","0.19","8.38","46.64","53.64","15.82"
"PF3D7_1431900","PF3D7_1431900.1","6.21","2.18","1.33","1.09","1.23","2.21","4.3","13.8","5.42","2.04","1.37","1.17","1.19","2.33","4.31","12.72","0.39","0.11","0.09","0.2","0.79","1.98","4.3","6.39"
"PF3D7_1432500","PF3D7_1432500.1","23.77","63.94","92.96","86.36","78.33","59.49","46.43","24.52","20.17","55.75","82.04","76.93","71.3","54.46","42.95","21.98","1.5","3.29","5.98","15.56","50.41","53.07","46.43","11.36"
"PF3D7_1433300","PF3D7_1433300.1","13.22","6.53","9.13","18.93","19.49","14.88","23.14","36.96","11.39","5.74","8.19","17.15","17.73","13.7","21.33","32.94","0.84","0.34","0.59","3.41","12.54","13.27","23.14","17.13"
"PF3D7_1433400","PF3D7_1433400.1","33.55","24.22","53.45","75.57","116.86","123.6","173.71","203.36","28.49","21.35","47.49","67.56","106.41","113.02","160.42","181.79","2.12","1.25","3.44","13.62","75.2","110.26","173.71","94.26"
"PF3D7_1434000","PF3D7_1434000.1","12.49","51.86","63.48","72.4","106.09","121.19","93.87","64.55","11.06","45.23","56.32","64.51","96.27","110.48","86.42","57.63","0.79","2.67","4.09","13.05","68.27","108.12","93.87","29.92"
"PF3D7_1434300","PF3D7_1434300.1","125.82","362.87","497.37","632.13","952.1","911","543.48","193.45","105.94","316.57","439.28","561.72","864.18","830.96","500.74","172.7","7.96","18.68","32.01","113.9","612.71","812.73","543.48","89.66"
"PF3D7_1434700","PF3D7_1434700.1","9.67","6.98","24.86","98.4","164.8","176.78","106.13","49.52","8.3","6.24","22.65","87.73","150.34","161.37","98.15","44.13","0.61","0.36","1.6","17.73","106.06","157.71","106.13","22.95"
"PF3D7_1434900","PF3D7_1434900.1","2.35","0.56","0.71","0.31","0.52","0.55","1.82","5.35","2.06","0.49","0.81","0.45","0.55","0.6","1.74","4.85","0.15","0.03","0.05","0.06","0.33","0.49","1.82","2.48"
"PF3D7_1435400","PF3D7_1435400.1","23.65","56.37","83.47","106.02","117.13","126.51","126.8","112.24","20.03","49.46","73.61","94.28","106.31","115.54","116.62","100.03","1.5","2.9","5.37","19.1","75.38","112.86","126.8","52.02"
"PF3D7_1435600","PF3D7_1435600.1","165.36","39.24","8.59","2.67","1.41","2.9","8.1","74.34","139.35","34.26","7.88","2.55","1.49","2.86","7.59","66.41","10.47","2.02","0.55","0.48","0.9","2.59","8.1","34.46"
"PF3D7_1437100","PF3D7_1437100.1","5.95","3.68","1.69","2.73","2.84","16.33","49.37","53.77","5.18","3.2","1.49","2.43","2.58","14.87","45.55","47.92","0.38","0.19","0.11","0.49","1.83","14.57","49.37","24.92"
"PF3D7_1438100","PF3D7_1438100.1","54.2","99.44","139.74","129.6","97.67","131.38","234.51","421.66","45.7","86.74","123.38","115.29","88.67","119.97","215.8","376.15","3.43","5.12","8.99","23.35","62.85","117.21","234.51","195.44"
"PF3D7_1438200","PF3D7_1438200.1","0","1.76","0","2.86","0.81","1.03","2.73","7.29","0","1.53","0","2.54","0.73","0.94","2.51","6.5","0","0.09","0","0.52","0.52","0.92","2.73","3.38"
"PF3D7_1438800","PF3D7_1438800.1","7.2","5.62","4.83","3.1","1.94","1.08","0.85","2.83","6.05","5.01","4.3","2.8","1.9","1.03","0.82","2.6","0.46","0.29","0.31","0.56","1.25","0.97","0.85","1.31"
"PF3D7_1440500","PF3D7_1440500.1","4.55","10.61","35.85","65.75","94.48","39.12","21.19","15.55","4.73","9.66","31.94","58.74","86.16","35.92","19.53","14.22","0.29","0.55","2.31","11.85","60.8","34.9","21.19","7.21"
"PF3D7_1442900","PF3D7_1442900.1","72.23","121.84","132.93","79.42","39.9","47.22","74.63","92.28","60.9","106.46","117.73","70.74","36.36","43.2","68.95","82.57","4.57","6.27","8.55","14.31","25.68","42.13","74.63","42.77"
"PF3D7_1443000","PF3D7_1443000.1","9.41","2.5","0.66","0.71","2.94","8.38","15.4","25.72","8.05","2.28","0.81","0.84","2.76","7.82","14.37","23.17","0.6","0.13","0.04","0.13","1.89","7.48","15.4","11.92"
"PF3D7_1443300","PF3D7_1443300.1","48.41","207.19","310.31","308.61","297.98","275.08","230.42","138.56","40.68","180.26","273.93","275.73","270.62","250.8","212.78","126.55","3.06","10.67","19.97","55.61","191.76","245.41","230.42","64.22"
"PF3D7_1443500","PF3D7_1443500.1","1.58","0.75","1.51","13.24","51.13","53.45","33.04","12.79","1.43","0.71","1.37","11.93","46.44","48.82","30.57","11.43","0.1","0.04","0.1","2.39","32.9","47.68","33.04","5.93"
"PF3D7_1443800","PF3D7_1443800.1","16.35","37.38","43.98","61.2","74.73","80.33","96.55","90.4","14.53","32.85","41.52","58.68","74.19","79.65","90.68","80.91","1.04","1.92","2.83","11.03","48.09","71.66","96.55","41.9"
"PF3D7_1443900","PF3D7_1443900.1","4.72","5.44","6.24","29.35","76.74","92.18","103.31","69.79","4.03","4.76","5.6","26.21","69.7","84.15","95.02","62.22","0.3","0.28","0.4","5.29","49.38","82.24","103.31","32.35"
"PF3D7_1444000","PF3D7_1444000.1","1.69","0.54","0.73","0.88","1.12","2.69","2.51","2.94","1.55","0.47","0.65","0.91","1.12","2.45","2.5","2.62","0.11","0.03","0.05","0.16","0.72","2.4","2.51","1.36"
